Census Tract FIPS Code,County,Total Population,% Non-Hispanic White,% Black,% Hispanic,% Asian,% Native Hawaiian & Other Pacific Islander,% American Indian & Alaskan Native,% Poverty,AB 1550 Low-Income Communities,Metropolitan Planning Organization,SB 535 Disadvantaged Communities,Area Median Income (Regionally Adjusted),Land Area (sqmi),Population Density (sqmi),Population Density (Percentile),% Bike for Job Commute,% Carpooled for Job Commute,% Drove Alone for Job Commute,% Households Paying 30-49% of Income Towards Housing Costs,Clunker Vehicles (Percentile),% Households Paying 50% or More of Income Towards Housing Costs,% Households with No Vehicle,% Multi-Family Housing Units,% No Health Insurance,% Owner-Occupied Households,% Public Transportation for Job Commute,% Renter-Occupied Households,% Single-Family Housing Units,% Walk for Job Commute,% with Medicaid Health Insurance Only,Accessibility to Employment Opportunities (Percentile),All Traffic Accidents (Percentile),Asthma Prevalence,Asthma Prevalence (Percentile),Auto Insurance Premium (Percentile),Availability of Parks & Public Open Space per Population (Percentile),Availability of Weighted Bikeways per Population (Percentile),Average Commute VMT (Percentile),Average Travel Time to Work (Minutes),Average VMT per Household (Percentile),Cardiovascular Disease (Percentile),Cardiovascular Disease Prevalence,High-Quality Transit Locations (Percentile),Housing Unit Density (Percentile),Housing Unit Density (sqmi),Job Density (Percentile),Job Density (sqmi),Jobs-Housing Fit (Percentile),Largest Ethnoracial Group,Lending Barriers (Percentile),Life Expectancy at Birth,Median Household Income,"Neighborhood Change, Housing Variables (Percentile)","Neighborhood Change, Socioeconomic Variables (Percentile)",Newer Clean Vehicles (Percentile),Older Clean Vehicles (Percentile),Primary Care Shortage Areas,Total Housing Units,Total Occupied Housing Units,Vehicles per Household,Walkability Index,Walkability Index (Percentile),x,y
6037106406,Los Angeles,5860,19.54,2.9,68.86,5.29,0,4.35,5.51,Yes,SCAG,No,03. 80-140%,0.8053898,7275.98,50 to 60,0,21.02,72.05,27.96,30 to 40,18.55,3.4,8.17,8.68,74.29,4.03,25.71,68.33,0,17.76,60 to 70,20 to 30,64.44,70 to 80,80 to 90,90 to 100,3,60 to 70,34.18,80 to 90,50 to 60,8.17,7,40 to 50,2113.26,20 to 30,413.46,70 to 80,Hispanic,70 to 80,81.6,77454,90 to 100,40 to 50,40 to 50,40 to 50,No,1702,1645,2.27,13.59,60 to 70,,
6037106407,Los Angeles,3272,11.67,9.87,74.24,3.73,0,0.18,23.75,Yes,SCAG,No,01. 0-60%,0.08962821,36506.36,90 to 100,0,10.28,71.72,30.44,30 to 40,37.27,25.7,63.92,8.28,24.24,14.82,75.76,36.08,2.74,40.96,60 to 70,80 to 90,64.44,70 to 80,80 to 90,0 to 10,3,70 to 80,43.09,30 to 40,50 to 60,8.17,9,90 to 100,10577.03,90 to 100,8836.5,80 to 90,Hispanic,70 to 80,77.8,37452,80 to 90,70 to 80,20 to 30,10 to 20,No,948,891,1.33,13.85,60 to 70,,
6037106408,Los Angeles,3817,3.98,1.86,90.59,3.59,0,0,15.2,Yes,SCAG,No,02. 60-80%,0.08844481,43156.86,90 to 100,0,18.34,76.89,40.99,50 to 60,21.46,6.66,78.81,18.49,13.84,2.57,86.16,21.19,1.47,34.21,60 to 70,60 to 70,64.44,70 to 80,80 to 90,0 to 10,2,70 to 80,27.81,60 to 70,50 to 60,8.17,9,90 to 100,11792.66,40 to 50,847.99,80 to 90,Hispanic,50 to 60,76.2,49464,70 to 80,20 to 30,20 to 30,20 to 30,No,1043,961,1.74,9.45,30 to 40,,
6037106510,Los Angeles,5347,13.2,6.49,69.5,8.98,0,0.17,5.48,No,SCAG,Yes,04. 140%+,2.204212,2425.81,20 to 30,0.36,13.7,79.31,27.76,20 to 30,21.24,1.31,28.39,7.46,65,5.95,35,59.01,0.32,18.4,60 to 70,60 to 70,64.44,70 to 80,80 to 90,90 to 100,6,70 to 80,36.89,90 to 100,50 to 60,8.17,2,20 to 30,770.34,50 to 60,1418.19,60 to 70,Hispanic,70 to 80,86.9,91983,30 to 40,50 to 60,50 to 60,50 to 60,No,1698,1600,2.24,10.94,40 to 50,,
6037106520,Los Angeles,5879,9.9,0.43,87.02,1.45,0,0,16.79,Yes,SCAG,Yes,03. 80-140%,0.8516958,6902.7,50 to 60,0,18.6,77.48,20.72,70 to 80,30.68,5.21,2.21,12.71,63.4,2.51,36.6,80.23,0,25.36,60 to 70,50 to 60,64.44,70 to 80,80 to 90,10 to 20,7,70 to 80,30.62,90 to 100,50 to 60,8.17,4,30 to 40,1751.8,80 to 90,4761.09,80 to 90,Hispanic,80 to 90,83.5,63594,90 to 100,50 to 60,30 to 40,30 to 40,No,1492,1440,2.5,12.11,50 to 60,,
6037106603,Los Angeles,3222,53.29,0.03,15.86,24.18,0.93,0,3.06,No,SCAG,No,04. 140%+,5.908392,545.33,10 to 20,0,9.56,86.81,16.91,10 to 20,24.53,1.14,0.4,3.6,85.86,0.98,14.14,99.6,0,8.58,60 to 70,60 to 70,46.16,50 to 60,90 to 100,90 to 100,6,70 to 80,32.75,80 to 90,30 to 40,6.64,0,10 to 20,170.44,0 to 10,47.56,90 to 100,Non-Hispanic White,30 to 40,82.9,114688,90 to 100,30 to 40,80 to 90,70 to 80,No,1007,969,2.49,6.53,10 to 20,,
6037106604,Los Angeles,5143,6.46,0.08,91.48,1.98,0.02,0.64,26.99,Yes,SCAG,Yes,03. 80-140%,1.00833,5100.51,40 to 50,0.44,18.32,73.66,20.54,50 to 60,32.7,5.42,30.02,8.42,51.16,6.71,48.84,69.98,0.24,24.81,60 to 70,70 to 80,64.44,70 to 80,80 to 90,60 to 70,7,60 to 70,27.51,80 to 90,50 to 60,8.17,7,20 to 30,1225.79,80 to 90,4288.28,80 to 90,Hispanic,80 to 90,77.7,58028,30 to 40,20 to 30,20 to 30,20 to 30,No,1236,1163,2.18,12.33,50 to 60,,
6037106641,Los Angeles,2352,63.18,1.19,10.84,19.77,0,0,2.68,No,SCAG,No,04. 140%+,0.4384163,5364.76,40 to 50,0.64,10.71,84.52,17.87,0 to 10,22.81,2.02,0.37,5.87,91.41,4.14,8.59,99.63,0,6.8,60 to 70,40 to 50,53.41,60 to 70,90 to 100,80 to 90,4,60 to 70,37.68,70 to 80,40 to 50,7.65,0,40 to 50,1829.31,30 to 40,531.46,90 to 100,Non-Hispanic White,40 to 50,81,108333,90 to 100,20 to 30,90 to 100,80 to 90,No,802,792,2.27,13.67,60 to 70,,
6037106642,Los Angeles,3016,53.38,5.8,27.22,11.17,0,0.3,5.45,No,SCAG,No,04. 140%+,0.6091125,4951.47,30 to 40,0,2.15,94.9,18.38,10 to 20,12.79,2.34,0,5.48,94.63,1.2,5.37,98.9,1.75,8.91,60 to 70,50 to 60,53.41,60 to 70,90 to 100,0 to 10,6,60 to 70,37.64,70 to 80,40 to 50,7.65,5,40 to 50,1782.92,20 to 30,421.93,80 to 90,Non-Hispanic White,40 to 50,84,106179,90 to 100,80 to 90,80 to 90,80 to 90,No,1086,1025,2.3,12.91,50 to 60,,
6037106643,Los Angeles,4599,59.8,1.94,12.59,21.14,0,1.8,1.7,No,SCAG,No,04. 140%+,1.675275,2745.22,20 to 30,0,11.82,86.7,21.78,10 to 20,20.72,0.75,0,1.39,85.63,0.66,14.37,100,0.05,4.96,50 to 60,20 to 30,51.4,50 to 60,90 to 100,80 to 90,5,80 to 90,36.55,90 to 100,40 to 50,7.41,0,20 to 30,813,10 to 20,282.34,80 to 90,Non-Hispanic White,20 to 30,81.7,151875,,70 to 80,80 to 90,80 to 90,No,1362,1336,2.8,8.61,20 to 30,,
6037106645,Los Angeles,3491,66,4.55,15.87,12.52,0,0,7.91,No,SCAG,No,04. 140%+,0.9760401,3576.7,30 to 40,0,10.39,89.17,25.14,20 to 30,19.2,0.7,0,5.56,89.49,0.45,10.51,100,0,8.74,60 to 70,40 to 50,53.41,60 to 70,90 to 100,20 to 30,6,60 to 70,37.16,80 to 90,40 to 50,7.65,4,30 to 40,1258.15,10 to 20,259.21,80 to 90,Non-Hispanic White,30 to 40,80.8,110946,90 to 100,30 to 40,80 to 90,80 to 90,No,1228,1142,2.5,12.69,50 to 60,,
6037106646,Los Angeles,3439,42.13,5,33.82,17.16,0.47,0,4.69,No,SCAG,No,04. 140%+,0.5699691,6033.66,40 to 50,0,7.88,86.77,24.36,20 to 30,16.35,5.78,0,4.93,90.09,3.29,9.91,100,0.39,7.68,60 to 70,60 to 70,53.41,60 to 70,90 to 100,0 to 10,5,60 to 70,31.92,80 to 90,40 to 50,7.65,4,30 to 40,1750.97,50 to 60,1552.72,70 to 80,Non-Hispanic White,30 to 40,83.5,105750,90 to 100,10 to 20,70 to 80,70 to 80,No,998,969,2.36,14.11,70 to 80,,
6037106648,Los Angeles,4569,2.8,0.28,96.17,0.13,0,0,22.47,Yes,SCAG,Yes,03. 80-140%,0.306152,14923.96,80 to 90,0,16.18,76.41,22.97,60 to 70,21.22,4.26,33.76,11.62,47.97,6.75,52.03,49.08,0.36,39.18,60 to 70,60 to 70,60.74,60 to 70,80 to 90,50 to 60,8,60 to 70,27.43,70 to 80,40 to 50,7.58,7,70 to 80,3560.32,40 to 50,875.38,70 to 80,Hispanic,70 to 80,79.1,65278,60 to 70,50 to 60,20 to 30,20 to 30,Yes,1090,1032,2.14,12.89,50 to 60,,
6037106649,Los Angeles,2599,6.85,3.31,65.45,20.62,0.27,0,9.92,No,SCAG,No,03. 80-140%,0.4296062,6049.73,40 to 50,1.04,17.24,75.3,20.78,20 to 30,35.61,3.28,0,6.43,77.35,5.29,22.65,98.67,0.72,22.24,60 to 70,40 to 50,59.37,60 to 70,80 to 90,50 to 60,7,50 to 60,31.01,90 to 100,40 to 50,7.37,0,30 to 40,1752.77,30 to 40,612.19,80 to 90,Hispanic,30 to 40,82.4,82841,50 to 60,0 to 10,50 to 60,40 to 50,Yes,753,702,2.48,14.49,70 to 80,,
6037107010,Los Angeles,3093,2.04,0.45,96.28,0.55,0,0.29,14.69,Yes,SCAG,No,03. 80-140%,0.2643529,11700.27,70 to 80,0,12.36,83.16,29.44,70 to 80,30.4,1.89,2.11,9.05,73.88,3.25,26.12,97.89,0,33.15,60 to 70,70 to 80,59.89,60 to 70,80 to 90,20 to 30,4,60 to 70,31.99,80 to 90,40 to 50,7.45,3,60 to 70,2871.16,60 to 70,1925.46,80 to 90,Hispanic,70 to 80,75.1,56375,80 to 90,10 to 20,20 to 30,10 to 20,No,759,739,2.51,16.33,90 to 100,,
6037107020,Los Angeles,5442,3.14,0.62,86.02,9.43,0,1.98,6.45,Yes,SCAG,No,03. 80-140%,0.3840968,14168.3,80 to 90,0.88,17.86,77.44,26.85,60 to 70,14.43,2.96,8.66,14.09,70.32,2.85,29.68,91.34,0.36,24.09,60 to 70,60 to 70,59.2,60 to 70,80 to 90,0 to 10,7,60 to 70,39.39,90 to 100,40 to 50,7.3,7,70 to 80,3428.82,30 to 40,536.32,70 to 80,Hispanic,70 to 80,79.1,81935,20 to 30,50 to 60,40 to 50,30 to 40,No,1317,1250,2.41,13.19,60 to 70,,
6037108101,Los Angeles,2417,56.27,4.22,16.63,20.48,0,0,7.53,No,SCAG,No,04. 140%+,0.4357677,5546.53,40 to 50,0,11.08,86.51,21.11,0 to 10,9.61,2.48,0,3.97,82.22,0,17.78,100,0.43,9.93,60 to 70,50 to 60,28.38,20 to 30,90 to 100,70 to 80,9,70 to 80,33.7,60 to 70,40 to 50,7.52,0,40 to 50,1888.62,20 to 30,362.58,90 to 100,Non-Hispanic White,40 to 50,81.6,141893,20 to 30,80 to 90,80 to 90,70 to 80,No,823,765,2.31,7.33,20 to 30,,
6037108102,Los Angeles,3677,49.58,4.35,7.51,36.69,0,0.38,9.73,No,SCAG,No,04. 140%+,0.8431761,4360.89,30 to 40,0.67,8.85,87.16,15.42,0 to 10,35.42,1.07,7.71,2.34,87.02,0.73,12.98,92.29,0,5.99,50 to 60,40 to 50,28.38,20 to 30,90 to 100,70 to 80,8,70 to 80,38,50 to 60,40 to 50,7.52,0,30 to 40,1507.4,40 to 50,966.58,90 to 100,Non-Hispanic White,10 to 20,86.6,95592,50 to 60,20 to 30,90 to 100,80 to 90,No,1271,1217,2.17,9.67,30 to 40,,
6037108103,Los Angeles,3153,56.55,0,11.86,28.48,0.48,0.44,2.76,No,SCAG,No,04. 140%+,0.9903255,3183.8,20 to 30,0,6.95,88.37,21.18,0 to 10,11.33,1.05,0,0.82,88.86,1.47,11.14,100,0,3.3,60 to 70,20 to 30,25.75,10 to 20,90 to 100,70 to 80,9,70 to 80,35.5,80 to 90,20 to 30,6.28,0,20 to 30,1110.75,10 to 20,264.56,90 to 100,Non-Hispanic White,20 to 30,85.2,159643,90 to 100,20 to 30,80 to 90,80 to 90,No,1100,1050,2.5,7.95,20 to 30,,
6037108104,Los Angeles,1922,56.76,4.89,5.93,30.8,0,0,7.86,No,SCAG,No,04. 140%+,0.3189281,6026.44,40 to 50,0,8.14,90.63,12.28,0 to 10,13.16,1.23,2.01,8.74,88.07,0.49,11.93,97.99,0,11.13,50 to 60,0 to 10,28.38,20 to 30,90 to 100,80 to 90,9,70 to 80,43.26,70 to 80,40 to 50,7.52,0,40 to 50,1875.03,30 to 40,536.17,90 to 100,Non-Hispanic White,20 to 30,83.3,130714,,60 to 70,80 to 90,80 to 90,No,598,570,2.36,9.17,30 to 40,,
6037108201,Los Angeles,5501,37.88,5.91,6.09,46.59,0,0,2.04,No,SCAG,No,04. 140%+,1.083056,5079.15,40 to 50,0,11.54,86.24,25.39,0 to 10,16.15,0,2.46,5.29,75.93,1.27,24.07,95.8,0.95,2.16,50 to 60,30 to 40,27.09,20 to 30,90 to 100,80 to 90,8,70 to 80,38.2,70 to 80,30 to 40,7.04,1,40 to 50,1802.31,60 to 70,1759.84,90 to 100,Asian,10 to 20,86.8,125000,70 to 80,60 to 70,90 to 100,80 to 90,Yes,1952,1828,2.2,9.1,30 to 40,,
6037108202,Los Angeles,7561,33.62,6.84,10.45,45.03,0,1.92,4.38,No,SCAG,No,04. 140%+,2.315403,3265.52,20 to 30,0,13.95,85.62,31.21,0 to 10,22.24,1.12,26.03,5.32,64.07,0,35.93,73.97,0,2.22,50 to 60,30 to 40,22.63,10 to 20,90 to 100,80 to 90,8,70 to 80,40.43,50 to 60,10 to 20,5.4,0,20 to 30,1237.8,10 to 20,169.3,90 to 100,Asian,20 to 30,81.3,108304,90 to 100,30 to 40,90 to 100,90 to 100,Yes,2866,2772,1.87,10.67,40 to 50,,
6037109100,Los Angeles,2738,21.84,0.33,65.52,12.24,0,0.22,4.62,Yes,SCAG,No,03. 80-140%,1.044756,2620.71,20 to 30,1.69,17.95,74.44,18.03,50 to 60,30.42,7.21,3.4,6.05,74.9,0.66,25.1,70.62,5.26,10.51,60 to 70,60 to 70,50.8,50 to 60,90 to 100,50 to 60,8,60 to 70,27.63,90 to 100,0 to 10,4.66,6,20 to 30,759.03,80 to 90,6056.92,70 to 80,Hispanic,80 to 90,77.3,59792,90 to 100,10 to 20,30 to 40,30 to 40,No,793,777,2.28,13.49,60 to 70,,
6037109200,Los Angeles,2995,33.92,2.17,38.6,21.2,1.37,0,2,No,SCAG,No,04. 140%+,0.4599875,6511.05,50 to 60,0,12.5,87.5,16.63,10 to 20,21.68,2.21,18.52,3.11,78.42,0,21.58,79.51,0,10.18,60 to 70,60 to 70,51.84,50 to 60,90 to 100,10 to 20,6,70 to 80,34.15,80 to 90,40 to 50,7.36,6,50 to 60,2323.98,30 to 40,591.32,80 to 90,Hispanic,50 to 60,79.6,112250,70 to 80,90 to 100,70 to 80,60 to 70,No,1069,950,2.53,12.07,50 to 60,,
6037109300,Los Angeles,3247,35.14,0.77,46.1,15.92,0,3.42,6.52,No,SCAG,No,03. 80-140%,0.4760976,6820.03,50 to 60,0,16.17,77.34,23.62,40 to 50,23.51,6.46,1.96,7.71,77.68,4.01,22.32,98.04,1.65,12.1,60 to 70,60 to 70,53.41,60 to 70,90 to 100,0 to 10,6,60 to 70,33.81,80 to 90,40 to 50,7.65,3,40 to 50,1932.38,30 to 40,817.06,70 to 80,Hispanic,60 to 70,81.7,84919,30 to 40,80 to 90,60 to 70,50 to 60,No,920,914,2.28,14.61,70 to 80,,
6037109400,Los Angeles,3959,12.23,2.27,76.76,3.54,4.6,1.06,7.64,Yes,SCAG,No,03. 80-140%,0.4983938,7943.52,50 to 60,0,7.31,81.43,20.25,60 to 70,22.43,5.19,6.23,6.96,74.34,9.8,25.66,76.69,0.32,13.61,70 to 80,60 to 70,69.28,70 to 80,90 to 100,50 to 60,2,50 to 60,34.87,80 to 90,20 to 30,6.41,7,50 to 60,2255.24,20 to 30,300.97,50 to 60,Hispanic,60 to 70,,77273,0 to 10,0 to 10,40 to 50,40 to 50,Yes,1124,1060,2.34,11.13,40 to 50,,
6037109500,Los Angeles,4821,2.57,1.2,93.69,2.53,0,0,22.58,Yes,SCAG,Yes,02. 60-80%,0.4612307,10452.47,70 to 80,0,13.78,78.87,11.7,70 to 80,40.5,4.76,21.8,6.97,56.8,3.89,43.2,78.2,3.46,41.73,70 to 80,60 to 70,61.07,70 to 80,80 to 90,40 to 50,7,60 to 70,26.53,70 to 80,10 to 20,4.97,7,50 to 60,2337.23,60 to 70,2092.23,60 to 70,Hispanic,80 to 90,82.3,44118,80 to 90,10 to 20,10 to 20,10 to 20,Yes,1078,1030,2.06,15.49,80 to 90,,
6037109601,Los Angeles,4938,23.05,2.67,61.44,10.35,0,0,6.01,No,SCAG,No,03. 80-140%,0.8550665,5774.99,40 to 50,0,11.68,82.46,29.37,50 to 60,11.03,5.21,2.16,9.34,82.79,2.2,17.21,97.84,2.93,7.13,70 to 80,50 to 60,61.6,70 to 80,90 to 100,20 to 30,5,50 to 60,29.76,80 to 90,20 to 30,5.82,0,30 to 40,1567.13,10 to 20,237.41,40 to 50,Hispanic,70 to 80,83.7,92545,40 to 50,70 to 80,30 to 40,30 to 40,No,1340,1267,2.48,10.95,40 to 50,,
6037109603,Los Angeles,4476,15.82,1.63,67.65,12.53,0,0.58,20.66,Yes,SCAG,No,03. 80-140%,0.3856725,11605.7,70 to 80,0,9.86,84.6,29.83,50 to 60,35.62,3.38,35.96,10.97,60.4,4.48,39.6,64.04,1.05,19.68,70 to 80,70 to 80,57.23,60 to 70,90 to 100,0 to 10,3,60 to 70,31.22,80 to 90,10 to 20,5.51,4,70 to 80,3461.49,50 to 60,1576.47,40 to 50,Hispanic,50 to 60,82.6,53750,80 to 90,20 to 30,50 to 60,50 to 60,No,1335,1303,2.23,15.16,80 to 90,,
6037109604,Los Angeles,3088,23.19,2.4,53.76,17.97,0,1.94,6.99,No,SCAG,No,03. 80-140%,0.4536218,6807.43,50 to 60,0.31,8.56,84.57,18.81,40 to 50,19.25,5.2,11.51,6.67,78.76,2.44,21.24,88.49,4.12,12.86,70 to 80,60 to 70,74.19,80 to 90,90 to 100,10 to 20,4,50 to 60,27.3,70 to 80,30 to 40,6.9,7,40 to 50,2030.33,70 to 80,2903.3,50 to 60,Hispanic,30 to 40,80.5,88000,30 to 40,0 to 10,40 to 50,40 to 50,No,921,904,2.24,15.39,80 to 90,,
6037109700,Los Angeles,4568,30.32,17.43,42.27,9.98,0,0,9.11,No,SCAG,No,04. 140%+,0.6126905,7455.64,50 to 60,0,7.2,89.95,31.33,30 to 40,12,1.78,13.64,8.62,85.63,1.24,14.37,86.36,1.61,10.94,60 to 70,60 to 70,48.53,50 to 60,90 to 100,20 to 30,5,70 to 80,27.58,70 to 80,30 to 40,6.8,6,50 to 60,2273.58,30 to 40,804.65,70 to 80,Hispanic,60 to 70,82.3,98605,0 to 10,90 to 100,50 to 60,50 to 60,No,1393,1350,2.33,13.18,50 to 60,,
6037109800,Los Angeles,5398,24.01,3.89,57.28,15.75,0,0.43,12.15,No,SCAG,No,04. 140%+,0.5403137,9990.49,70 to 80,0.44,5.93,87.11,19.39,30 to 40,20.92,1.52,7.01,8.83,75.78,5.78,24.22,92.99,0.74,17.69,70 to 80,70 to 80,59.29,60 to 70,90 to 100,0 to 10,5,50 to 60,29.08,80 to 90,30 to 40,6.77,3,60 to 70,2770.61,30 to 40,716.25,40 to 50,Hispanic,60 to 70,82.5,96422,20 to 30,10 to 20,60 to 70,50 to 60,No,1497,1445,2.5,13.65,60 to 70,,
6037111100,Los Angeles,3128,33.98,2.49,46.42,15.09,0,0.16,8.03,No,SCAG,No,03. 80-140%,0.4089768,7648.36,50 to 60,0,12.38,80.17,23.84,40 to 50,17.41,3.9,7.39,4.89,78.48,2,21.52,92.61,2.26,13.11,60 to 70,70 to 80,53.41,60 to 70,90 to 100,30 to 40,0,60 to 70,32.28,70 to 80,40 to 50,7.65,4,50 to 60,2381.55,60 to 70,1931.65,80 to 90,Hispanic,60 to 70,81.6,86683,20 to 30,70 to 80,70 to 80,60 to 70,No,974,948,2.36,13.63,60 to 70,,
6037111201,Los Angeles,3485,51.19,1.35,31.05,15.52,0,1.66,7.03,No,SCAG,No,03. 80-140%,0.7385386,4718.78,30 to 40,0,9.95,81.03,23.76,30 to 40,21.99,7.36,0.52,10.2,88.83,3.21,11.17,99.48,0.8,8.85,60 to 70,60 to 70,50.9,50 to 60,90 to 100,40 to 50,2,50 to 60,32.6,70 to 80,40 to 50,7.36,4,30 to 40,1565.25,40 to 50,855.74,80 to 90,Non-Hispanic White,30 to 40,83.8,85034,50 to 60,40 to 50,70 to 80,70 to 80,No,1156,1128,2.22,12.52,50 to 60,,
6037111202,Los Angeles,5329,44.17,5.59,28.43,21.62,0,0.3,3.69,No,SCAG,No,03. 80-140%,0.7207338,7393.85,50 to 60,0.58,5.46,91.94,25.88,30 to 40,17.34,2.78,16.45,3.96,69.1,1.03,30.9,83.4,0.98,10.58,60 to 70,70 to 80,51.41,50 to 60,90 to 100,0 to 10,2,60 to 70,29.89,60 to 70,40 to 50,7.42,3,60 to 70,2725,70 to 80,2891.5,80 to 90,Non-Hispanic White,40 to 50,79.4,80521,10 to 20,60 to 70,70 to 80,60 to 70,No,1964,1657,2.27,15.79,80 to 90,,
6037111204,Los Angeles,6153,55.58,4.45,15.37,22.01,0,0.83,1.76,No,SCAG,No,04. 140%+,1.272085,4836.94,30 to 40,0.08,6.67,91.42,24.14,10 to 20,9.37,1.93,0.6,2.31,95.78,0.69,4.22,99.4,0,2.88,60 to 70,60 to 70,32.27,20 to 30,90 to 100,60 to 70,6,70 to 80,33.62,70 to 80,40 to 50,7.27,3,30 to 40,1567.51,20 to 30,466.95,90 to 100,Non-Hispanic White,30 to 40,86.8,150192,0 to 10,70 to 80,80 to 90,80 to 90,No,1994,1966,2.52,13.79,60 to 70,,
6037111205,Los Angeles,4064,35.83,10.88,16.66,35.04,0.37,0,5.66,No,SCAG,No,03. 80-140%,0.4406658,9222.41,60 to 70,0,8.17,85.5,27.17,0 to 10,22.68,1.07,32.63,5.19,52.82,3.98,47.18,66.84,0.95,17.64,60 to 70,80 to 90,39.34,40 to 50,90 to 100,40 to 50,8,60 to 70,34.1,70 to 80,40 to 50,7.36,6,60 to 70,3031.78,60 to 70,1720.12,90 to 100,Non-Hispanic White,30 to 40,81.4,76968,10 to 20,30 to 40,80 to 90,80 to 90,No,1336,1314,2.07,13.15,50 to 60,,
6037111206,Los Angeles,4382,48.88,1.23,29.1,12.71,2.72,0.27,4.32,No,SCAG,No,04. 140%+,1.008189,4346.41,30 to 40,0,19.42,71.44,23.28,30 to 40,13.86,3.49,4.31,5.47,89.72,4.49,10.28,95.69,0,4.94,60 to 70,50 to 60,25.4,10 to 20,90 to 100,50 to 60,6,60 to 70,36.74,80 to 90,20 to 30,6.27,2,30 to 40,1587,40 to 50,1114.87,90 to 100,Non-Hispanic White,40 to 50,84.4,114861,,0 to 10,70 to 80,70 to 80,No,1600,1517,2.36,10.34,40 to 50,,
6037111301,Los Angeles,7151,34.88,6.24,34.78,21.41,0,0,13.79,Yes,SCAG,No,03. 80-140%,0.7727248,9254.26,60 to 70,0.55,12.66,81.11,28.25,20 to 30,24.99,6.92,60.94,7.79,34.14,0.81,65.86,39.06,2.74,15.85,60 to 70,70 to 80,29.16,20 to 30,90 to 100,30 to 40,5,60 to 70,32.77,40 to 50,10 to 20,5.02,6,70 to 80,3760.72,80 to 90,3655.89,90 to 100,Non-Hispanic White,30 to 40,84.4,68456,40 to 50,40 to 50,70 to 80,60 to 70,No,2906,2689,1.69,14.59,70 to 80,,
6037111302,Los Angeles,5325,48.34,7.79,21.37,21.9,0.08,0,13.26,No,SCAG,No,03. 80-140%,0.599539,8881.82,60 to 70,0.96,15.09,71.55,23.55,20 to 30,29.7,11.5,41.39,6.62,54.65,6.13,45.35,58.61,2.13,11.81,60 to 70,80 to 90,38.7,30 to 40,90 to 100,0 to 10,6,50 to 60,37.89,50 to 60,40 to 50,7.51,4,60 to 70,3119.06,50 to 60,1652.94,90 to 100,Non-Hispanic White,50 to 60,83.3,66850,80 to 90,20 to 30,70 to 80,70 to 80,No,1870,1817,1.86,13.93,60 to 70,,
6037111400,Los Angeles,8066,39.39,5.44,37.04,16.8,0.27,0.82,15.11,Yes,SCAG,No,03. 80-140%,0.6996287,11528.97,70 to 80,0,11.71,75,31.27,20 to 30,26.99,9.76,53.89,7.34,38.22,5.11,61.78,46.11,2.7,11.05,60 to 70,70 to 80,50.36,50 to 60,90 to 100,20 to 30,2,50 to 60,31.23,40 to 50,30 to 40,6.77,5,70 to 80,4113.61,60 to 70,2152.57,80 to 90,Non-Hispanic White,50 to 60,81.9,59875,30 to 40,10 to 20,60 to 70,50 to 60,No,2878,2878,1.72,15.07,80 to 90,,
6037113101,Los Angeles,3699,57.77,1.89,23.66,16,0,0,5.74,No,SCAG,No,04. 140%+,0.8746226,4229.25,30 to 40,0,4.69,83.94,22.18,40 to 50,22.66,0.73,2.45,7.28,76.26,7.97,23.74,97.55,0,13.45,50 to 60,60 to 70,46.83,50 to 60,90 to 100,50 to 60,9,70 to 80,34.14,70 to 80,50 to 60,8.46,4,30 to 40,1304.56,50 to 60,1298.85,90 to 100,Non-Hispanic White,30 to 40,80.2,105781,60 to 70,10 to 20,60 to 70,60 to 70,Yes,1141,1091,2.42,14.64,70 to 80,,
6037113102,Los Angeles,2928,68.55,2.56,12.33,12.43,0.48,0.07,5.93,No,SCAG,No,04. 140%+,1.410772,2075.46,20 to 30,0,6.69,86.25,17.38,10 to 20,20.42,2.16,0.2,1.58,94.34,2.51,5.66,99.8,0.61,3.36,50 to 60,50 to 60,34.83,30 to 40,90 to 100,60 to 70,8,70 to 80,34.02,70 to 80,30 to 40,6.55,1,20 to 30,708.83,20 to 30,334.57,90 to 100,Non-Hispanic White,20 to 30,83.2,138333,,80 to 90,90 to 100,80 to 90,Yes,1000,972,2.58,12.53,50 to 60,,
6037113211,Los Angeles,3929,72.16,1.35,11.4,15.22,0,0.33,5.51,No,SCAG,No,03. 80-140%,2.81112,1397.66,10 to 20,0,7.16,83.91,23.39,10 to 20,17.46,0.56,8.98,0.75,82.7,6.14,17.3,81.25,0,3.5,50 to 60,30 to 40,33.43,30 to 40,90 to 100,90 to 100,5,60 to 70,34.24,30 to 40,30 to 40,6.55,0,10 to 20,590.16,10 to 20,165.41,90 to 100,Non-Hispanic White,40 to 50,80.6,93009,20 to 30,0 to 10,70 to 80,70 to 80,Yes,1659,1607,1.89,5.68,10 to 20,,
